89085,633,5.6,12.9,-89.5
52496,55,6,24.6,-58.2
49185,1814,7.1,20.1,-60.5
55959,23,4.2,21.6,-51.7
41372,35,6150.3,26.1,-64.5
95371,12,2.6,21.6,-51
20785,13,9.2,27.9,-65
16239,673,2.5,27.9,-92.2
12058,907,2,29.4,-91.4
93934,76,6999.2,13.5,-88
71101,92,8.8,20.1,-67.7
83957,41,6.6,29.7,-56.6
91679,85,5990.8,27.9,-53.4
90230,53,8,15.6,-97.7
13481,15,191.1,16.2,-64
61648,21,1.6,14.7,-69.1
15956,38,1.9,27.6,-79.1
12731,67,9.7,21,-85.3
77758,67,9.5,27.6,-71.7
63564,19,4,27,-53.9
81709,84,6.4,14.1,-86.1
97057,26,4.1,13.5,-93.3
24508,1151,2.9,16.2,-87.5
10553,29,4.4,25.8,-64.1
42929,92,2150.6,25.2,-87.7
17497,89,5.5,27,-91.2
81866,1241,1.7,21,-82.6
3611,93,4.7,23.4,-53.2
93775,72,0.3,26.1,-66.8
66332,684,5.3,15,-93.4
93219,93,6831.6,28.2,-57.6
10806,601,9.6,15.3,-92.9
3443,1483,1713.9,24,-85.2
59891,72,2.4,26.7,-64.1
90691,1931,4.2,25.8,-79.2
16153,76,2.8,22.8,-92.1
38767,884,3.7,17.4,-94.8
65563,270,3648.3,27.3,-58
20884,92,5,28.2,-67.8
47415,1639,3.8,26.4,-77.2
15886,96,3.2,22.5,-67.7
30264,291,0.1,22.8,-64.4
23828,33,1.6,23.1,-57.8
12663,648,7.6,21.3,-79.2
39472,32,2527.7,18.3,-51.5
68101,84,9575.5,28.5,-59.7
58884,1498,0.2,26.1,-98.8
88184,1447,4.7,13.8,-56.7
84322,89,8.5,21.3,-58.1
69600,19,9.1,15.9,-59.5
31272,547,8.3,25.8,-94.8
63111,66,704.6,26.4,-69
95227,38,1.7,18.9,-62.9
77474,1283,3343.5,22.5,-59.8
37885,29,2,27.9,-61.3
45867,68,4294.2,29.1,-69.7
43052,11,1.2,15.6,-62.5
16011,20,10,18.9,-94.3
61581,50,2.6,14.7,-97.9
33461,61,0.5,27.9,-69.4
61588,85,1.9,16.5,-86.9
52615,885,3335.1,24.6,-78.9
54384,1810,10,15.3,-68.3
43278,37,8162,20.1,-87.6
52998,26,7.1,21,-82.1
24643,95,2.2,23.7,-65.8
87681,64,6.1,24.3,-62.6
38539,96,4.5,22.2,-78.9
34546,598,6784.7,13.2,-88.6
33133,16,1.3,29.1,-75.5
28031,732,5.6,20.4,-59.3
19995,45,9,23.4,-52.3
72763,1784,4.2,16.8,-64.7
78704,74,1.4,28.8,-86.8
72646,77,9725.9,17.7,-85.6
55765,36,1.7,29.4,-53.6
63943,44,1.1,24.6,-61.3
35098,1090,9.3,20.7,-65.4
95905,36,6641.5,20.4,-88.6
53953,1188,4.2,20.7,-72.7
49279,128,1.2,16.5,-52.9
58261,81,6814.5,23.7,-57.2
84988,33,7.5,13.2,-97.7
39984,1172,4.3,19.5,-70.6
69973,45,5.5,21.3,-55.6
23341,67,4.1,27.3,-64
32720,27,4711.3,20.7,-90.5
13426,1680,0.2,18.6,-82.7
97110,194,1.7,20.1,-50.1
71658,67,5.6,12.9,-84.4
21531,86,6.9,24.3,-74.7
37320,78,1.7,18.6,-88.7
69505,213,3.7,19.5,-80.3
3037,60,5.8,18,-82
85207,51,0.8,15.6,-94.9
94141,48,0.5,21,-86.9
12717,77,3.4,19.8,-95.3
13318,83,6.5,26.4,-53.8
30439,21,6.5,21.6,-69.1
24363,29,9.1,20.4,-76
55888,23,7.4,16.8,-55.7
58067,1846,2493.7,16.2,-52.8
8294,41,8904.2,20.7,-99.4
51383,96,7.4,27.6,-51.7
41144,1740,3.2,15.6,-68.1
42633,90,3.2,12.9,-81.8
53131,81,7936.7,13.8,-95
9902,92,6553.9,21.6,-64.1
20366,69,1.7,16.8,-52.7
85025,52,2.9,13.5,-98.1
28284,1316,8.9,15.6,-60.5
24751,29,2.6,28.8,-80.2
59128,69,3.5,26.1,-92.8
79638,507,8.7,14.1,-62.3
3502,95,7.8,12.6,-73.2
4403,64,6.3,24.9,-83.2
47172,46,7541.4,22.5,-79.5
48425,70,5.1,27.6,-85.4
86649,59,1.5,19.2,-90.3
57775,1432,9.1,13.8,-80.8
70558,46,8.1,26.7,-84.3
43139,93,3813.3,26.7,-99.3
9775,394,6326.4,19.2,-75.2
82337,43,5640.9,27.9,-72.2
78139,41,5.2,18.6,-77.1
94122,54,8848.4,12.6,-71.3
59673,1645,6232.5,23.1,-63.4
45747,88,4.5,15,-86.1
12043,1587,2.1,17.7,-88.2
10254,68,3.9,16.5,-78.8
27264,61,0.4,22.5,-58.4
48880,719,4.3,27.3,-52.7
22976,1576,6.5,29.7,-92.2
39433,1747,6,14.7,-51.3
39845,34,4.5,26.4,-78.4
14552,1914,5,25.8,-63
61425,22,5.1,17.1,-50.5
43117,30,9,13.5,-86.5
21860,31,4,25.8,-67.6
6278,92,1.8,17.7,-90.7
67821,246,7.6,16.5,-61.1
22073,16,8.7,27.3,-51.5
21916,70,1.3,22.5,-81.3
1108,34,4936.9,24.3,-74.8
26901,35,1103.9,26.1,-73.7
27215,16,2.2,22.2,-58
62383,52,2295.8,19.8,-72.3
41987,88,9.9,15.3,-60
16848,497,8662,20.1,-62.3
63765,27,8396.2,21.3,-89.3
62796,1298,5162.2,29.4,-84.6
18414,51,6,27.3,-57.2
67241,42,3249.8,13.2,-88.1
83184,1973,0.6,15.3,-58.4
2588,1617,4044.7,18.3,-88.8
41503,67,4.5,29.4,-85.8
264,53,0.1,27.6,-58.4
66646,13,8963.7,18,-79.2
5464,78,3,21.3,-55.5
40809,1957,4401.8,25.5,-91.6
81919,445,7,17.4,-69.3
19977,90,2.5,18.9,-98.5
80961,1293,8.9,13.2,-58.1
83566,93,7.8,27.6,-95.4
15920,78,6.6,22.8,-83.7
84983,1047,3.1,25.2,-55.4
18125,62,2.5,17.1,-50.7
57093,227,2.9,24.6,-81.3
92680,1874,7.4,22.5,-72.4
68843,839,9224.5,27.6,-99.2
11432,57,4040.1,14.1,-78.2
61686,71,1.3,24.6,-90.1
49046,96,0.4,12.9,-72.4
82572,179,3,15.3,-68.4
2287,24,6.2,21.9,-97.6
48991,28,5.2,28.2,-87
49028,18,5591.2,29.4,-84.4
94505,1393,5.9,23.7,-72.8
42435,24,0.7,14.1,-84.4
53496,91,5.5,25.2,-58.1
82164,67,9.7,16.5,-62.9
6344,22,9.9,25.5,-88.3
37063,48,983.5,23.4,-53.4
47038,70,1685.6,21.3,-84.8
71937,19,1.3,15.6,-93.4
85298,711,4,25.8,-98.3
7391,41,4.1,13.5,-52
19449,91,0.3,24.3,-89.7
39227,49,1.9,23.1,-77.1
84285,19,1.4,24,-72.7
59331,1857,9236.1,26.4,-80.7
70012,512,9112.2,19.2,-73
82885,10,3.5,25.5,-87.3
88650,770,6.7,15.9,-86.7
41732,34,5.8,17.7,-83.2
75423,16,5.2,14.1,-86
15584,40,0.8,20.7,-56.2
10844,1038,2379.7,22.2,-96.5
27723,40,8.5,15.6,-99.1
9937,21,4694,23.4,-66.8
59249,1939,3808.1,23.4,-64.7
38113,18,8.8,19.2,-82.2
45064,57,3707,28.5,-73.9
55677,803,8465.2,12.9,-67.1
42900,1170,0.9,12.6,-86.4
44737,62,4952.4,19.2,-73.9
93296,57,4.1,15.9,-94.8
75345,1590,9.3,28.5,-84.9
10559,59,5.9,16.5,-64.9
28283,448,3773.4,13.2,-66.9
4950,44,1.1,13.2,-54.8
37291,50,5.6,22.5,-55.3
39688,37,2591,27.3,-67.3
54339,77,9.2,28.5,-59.8
94923,724,6.4,17.7,-63.4
57817,67,5.8,20.4,-65.1
9372,24,6.6,27.9,-87.5
94154,1551,3.3,20.4,-70.9
937,93,1.2,23.4,-50.4
92616,98,9497.1,23.7,-91
29336,1433,4683.4,22.2,-81.1
35801,27,3.7,28.8,-93.5
43013,91,9.4,22.5,-74.9
18009,215,4194.5,16.2,-85.5
46802,18,4.6,16.5,-59.5
23330,37,4.3,24,-53.8
31472,80,0.8,26.4,-51.6
18390,40,8,27.9,-66
95108,1205,6.3,21.3,-53.7
93723,68,9.9,23.4,-60.6
77319,46,7041.1,21.9,-93.8
78516,74,6.2,20.4,-65.4
12664,482,9.4,26.7,-98.2
37871,916,3.3,19.2,-52.1
82490,80,0.8,26.1,-55.3
86488,799,5194.9,21.3,-94.6
71318,95,4.1,19.8,-90.9
60135,1217,9.3,17.7,-64.9
42182,1505,0.3,12.6,-65.5
47650,79,3,22.2,-98.5
55947,57,1401.5,25.8,-53
59666,39,1.2,26.4,-88.6
59183,1138,9.3,21,-59.6
94218,44,5.4,14.4,-85.9
4198,15,3.1,28.8,-80.2
18674,1515,8.4,13.5,-95.2
83918,100,6.7,17.4,-54.5
71577,87,0.3,16.2,-92.2
76931,65,4.4,25.8,-98.7
38938,594,4.7,23.1,-50
83272,98,7.4,26.4,-97.5
61552,97,3.5,14.4,-77.8
49441,49,9413,13.5,-61.7
72098,91,1.5,21.6,-91
8149,99,6.8,24.6,-69.1
36435,85,1780.5,29.4,-82.4
80839,43,9.6,15,-62.7
42319,72,8.6,25.5,-67.6
45235,1320,1,24,-91.7
67420,65,5.6,27.9,-80.6
24651,84,5.4,18.3,-74.7
43249,59,3.9,16.5,-77.3
97449,32,2.9,15,-82.9
17036,20,0.8,23.1,-65.4
1251,85,2,18.9,-93
62164,28,5.4,27.6,-76.6
38112,411,9358.2,16.8,-97.7
84372,39,7084.4,18,-89.9
181,54,5,12.6,-84.6
91490,17,530.9,21.3,-53.8
82928,98,0.5,28.5,-85.3
82786,64,2.6,13.8,-64.4
49090,916,8.8,15.6,-92.1
31678,724,1.7,16.5,-79.6
56524,49,8.9,18.9,-57.1
82662,86,6.5,17.1,-66.2
50280,58,9.2,23.7,-91
46693,37,6.3,29.7,-85.2
50958,49,6138.5,16.5,-85.4
450,65,2.5,29.1,-71.4
43827,77,6.2,29.4,-67.7
79182,1639,3.6,12.9,-84.5
46450,54,7.2,21,-99.4
13289,32,8.9,25.2,-59.5
4963,1335,0.6,23.7,-91.9
76124,29,1.1,12.9,-65.2
18569,1394,5,21.9,-59.5
8891,93,4.2,18,-55.1
66501,1121,578.3,21,-72.4
40024,48,2,25.8,-94.4
56668,1352,4.9,19.5,-96.6
14075,1410,2407.1,17.7,-60
49958,855,5.7,21.9,-56.9
61901,72,2.5,25.5,-68.4
16276,1660,708,14.1,-74.1
84606,70,7.6,15.9,-53.8
57671,47,1772.8,22.5,-73.2
67853,937,1,29.4,-56.7
92381,23,5.5,22.2,-92.6
93842,676,8.2,23.4,-94.8
80435,822,5.4,17.1,-51.2
63329,39,9.8,13.5,-96.7
46946,76,8.1,21.3,-60.7
69676,865,3.7,14.4,-73.6
35947,96,8785.8,28.2,-95.7
59237,54,4.5,13.8,-77.4
58148,296,4.3,18,-54.5
70591,33,7637.6,22.2,-77.5
83000,44,7,29.7,-51
